编号,船舶类型,船籍港,船级,航区,长度,型宽,型深,总吨,载重吨,主机型号,主机功率,建成日期,建造船厂,成交日期,交易价格
TRAIN1311,自卸砂船,清远,ZC,内河,77,16,4,1581,2585,X6170ZC-22ZB,440,10/28/2010,清远市附城镇白庙船厂,5/17/2016,412.5
TRAIN1312,油船,惠州,ZC,内河,40,7,3,215,275,6160A-12,124,3/3/1993,广东省南海造船厂,5/17/2016,33
TRAIN1313,运散水泥船,广州,ZC,内河,88,16,7,2996,3860,LB8250ZLC-6,1324,7/28/2009,安宁市宁江船舶修造贸易有限公司,5/24/2016,279.59
TRAIN1314,高速客船,深圳,CCS,远洋,21,9,2,117,,ID36SS8V,1160,5/8/1991,A.FAI ENGINEERS SHIPREPAIRERS,5/24/2016,35
TRAIN1315,干货船,肇庆,ZC,内河,50,11,4,750,1427,WD615.46-11,410,5/13/2008,桂平市罗氏造船厂,5/25/2016,151.02
TRAIN1316,自卸砂船,清远,ZC,内河,77,16,5,1597,2648,8170ZC-1,1060,10/22/2007,清远市附城镇白庙船厂,5/25/2016,340.82
TRAIN1317,干货船,肇庆,ZC,内河,45,9,3,414,663,WD6151C-6A,140,6/26/2006,贵港市港宇造船有限公司,5/25/2016,45.1
TRAIN1318,集装箱船,东莞,ZC,内河,50,10,3,710,600,CUMMINS,426,5/28/1994,番禺兴华船厂,5/25/2016,40
TRAIN1319,干货船,东莞,ZC,内河,48,10,3,543,520,CARDNER,297,3/30/1994,浙江省黄岩金清造船厂,5/25/2016,50
TRAIN1320,自卸砂船,中山,ZC,内河,65,14,5,1401,1993,NTA855-M350,434,12/8/1998,广州船舶机械厂番禺分厂,5/27/2016,150
TRAIN1321,散货船,清远,ZC,内河,32,6,2,134,138,6135Ca,84,12/1/1995,清远市附城镇白庙船厂,5/27/2016,10
TRAIN1322,多用途船,贵港,ZC,内河,50,12,4,984,1799,D12.42C11-1,400,4/25/2013,桂平市永圣造船厂,5/30/2016,150
TRAIN1323,油船,深圳,ZC,内河,45,8,3,330,442,6135ACa,221,6/16/1998,广东省南海造船厂,5/30/2016,35
TRAIN1324,自卸砂船,广州,ZC,内河,68,16,4,1542,2389,KTA19-M,678,8/8/2008,广州市南沙区南沙祥龙船舶修造厂,6/1/2016,100
TRAIN1325,干货船,广州,ZC,内河,41,8,3,306,453,NT6135CzR3,132,4/28/2000,广州市花都区航运公司船舶修造厂,6/1/2016,34
TRAIN1326,油船,广州,ZC,内河,42,7,2,237,300,6135ACa,110,10/9/1995,广东省南海造船厂,6/1/2016,60
TRAIN1327,干货船,云浮,ZC,内河,36,8,2,181,173,6135ACa,95,5/2/1993,藤县三益船厂,6/1/2016,14
TRAIN1328,自卸砂船,东莞,ZC,内河,84,19,5,2917,5161,KT38-M,1164,12/24/2013,清远市盈海达造船有限公司,6/2/2016,300
TRAIN1329,集装箱船,广州,ZC,内河,66,18,6,2972,3799,KTA19-M3,894,3/24/2014,温岭市松门胜海船舶修造厂,6/3/2016,600
TRAIN1330,散货船,天津,CCS,沿海,225,32,20,40473,74272,5S60MCC,8990,9/23/2005,上海沪东中华船厂,6/3/2016,8836
TRAIN1331,散货船,深圳,CCS,近海,181,30,16,23000,42066,6RTA52,6225,2/6/1991,OSHIMA SHIPBUILDING CO. LTD,6/3/2016,2655
TRAIN1332,干货船,肇庆,ZC,内河,47,10,3,478,787,WD15.C-24,140,9/12/2007,贵港市港宇造船有限公司,6/13/2016,45.1
TRAIN1333,散货船,中山,ZC,内河,74,16,4,1813,2772,KTA19-M,746,7/6/2011,中山市神湾镇星辉船厂,6/14/2016,200
TRAIN1334,集装箱船,广州,ZC,内河,50,13,4,1228,1224,WD618.C-13,420,10/9/2009,横县横州航运公司船舶修造厂,6/14/2016,99
TRAIN1335,散货船,清远,ZC,内河,50,10,3,462,480,6135Ca,177,1/19/2002,清远市附城镇白庙船厂,6/14/2016,60
TRAIN1336,集装箱船,广州,ZC,内河,50,13,4,991,1219,Z617CZLCZ-3,660,4/13/2011,温岭是远洋船舶修造有限公司,6/15/2016,100
TRAIN1337,自卸砂船,广州,ZC,内河,80,17,5,2202,2985,YC6T540C,792,3/18/2011,广州市秀祥船舶制造有限公司,6/15/2016,151.02
TRAIN1338,自卸砂船,清远,ZC,内河,60,13,4,1150,1567,G128ZLCaf3,496,6/16/2003,广州番禺区横沥裕华船厂,6/15/2016,210
TRAIN1339,自卸砂船,广州,ZC,内河,58,14,4,1169,1660,NTA855-M400,542,6/13/2002,广州市番禺区石楼秀祥船舶修造厂,6/15/2016,98
TRAIN1340,干货船,广州,ZC,内河,38,8,2,232,193,EF550,110,12/28/2000,韶关市曲江县祥兴船舶修造厂,6/15/2016,18
TRAIN1341,集装箱船,广州,ZC,内河,50,11,3,718,810,NT6135CzRx,257,8/21/2002,广西桂平船厂,6/17/2016,15
TRAIN1342,干货船,惠州,ZC,内河,46,8,3,370,625,8100,88,4/23/1997,广西藤县大黎水运公司船厂,6/21/2016,20
TRAIN1343,干货船,河源,ZC,内河,39,8,2,194,195,6135ca,88,2/25/1994,怀集县造船厂,6/21/2016,10
TRAIN1344,油污水处理船,深圳,ZC,内河,46,9,4,393,498,8170ZC450-1,660,5/7/2012,台州市路桥金清海祥船舶修造有限公司,6/22/2016,75
TRAIN1345,油污水处理船,阳江,ZC,内河,46,9,4,392,498,8170ZC450-1,660,5/7/2012,台州市路桥金清海祥船舶修造有限公司,6/22/2016,75
TRAIN1346,自卸砂船,惠州,ZC,内河,62,13,4,992,1396,NT855-M,406,11/8/2002,广西梧州造船厂,6/22/2016,120
TRAIN1347,集装箱船,广州,ZC,内河,60,13,5,1281,1536,6250ZC,596,4/27/1997,浙江省台州市海滨船舶修造厂,6/22/2016,91
TRAIN1348,普通客船,广州,ZC,内河,31,9,3,237,/,NTA855-M350,474,9/19/1987,中山市粤中船厂,6/22/2016,19
TRAIN1349,干货船,肇庆,ZC,内河,50,11,3,593,1032,6135ACa3,205,2/5/2010,广东郁南县都城航运公司船舶修造厂,6/23/2016,76
TRAIN1350,干货船,肇庆,ZC,内河,35,7,2,156,213,6135,88,12/28/1999,肇庆水运船舶修造厂,6/23/2016,8
TRAIN1351,干货船,肇庆,ZC,内河,35,8,2,199,253,6135ACa,87,8/27/1999,广西平南水运船厂,6/23/2016,7.84
TRAIN1352,干货船,肇庆,ZC,内河,32,7,2,175,268,6135Ca,76,5/6/1993,广西桂平江口船厂,6/23/2016,7.84
TRAIN1353,干货船,肇庆,ZC,内河,31,6,2,124,133,6135Ca,76,1/10/1993,广西藤县钢铁船厂,6/23/2016,7.84
TRAIN1354,客船,清远,ZC,内河,35,8,2,290,/,WP6C198-23,290,3/26/2015,清远市清新区山塘造船厂,6/24/2016,390
TRAIN1355,散货船,韶关,ZC,内河,53,11,3,581,975,WD618.C-14,360,2/10/2011,韶关市通能船务有限公司造船厂,6/27/2016,150
TRAIN1356,散货船,韶关,ZC,内河,48,10,3,439,476,G128Ca,128,10/16/2008,韶关市曲江区白土祥兴船厂,6/28/2016,90
TRAIN1357,散货船,韶关,ZC,内河,52,11,3,582,820,WD615.61C-6A,280,2/4/2005,清远市清城区石角镇石岩根龙船舶修造厂,6/28/2016,100
TRAIN1358,一般干货船,韶关,ZC,内河,38,8,2,198,174,6135ACa,94,10/29/1998,韶关市曲江县祥兴船舶修造厂,6/28/2016,25
TRAIN1359,散货船,肇庆,ZC,内河,45,8,3,389,554,6135Ca,76,8/1/1988,广西南宁市造船厂,6/28/2016,30
TRAIN1360,自卸砂船,惠州,ZC,内河,78,18,5,1998,3440,KTA38-M800,1086,3/28/2011,博罗县园洲镇智成船舶修造厂,7/4/2016,300
TRAIN1361,干货船,云浮,ZC,内河,55,13,4,931,1725,WD615.46C-11,410,12/28/2010,云浮港成造船厂有限公司,7/4/2016,150
TRAIN1362,干货船,韶关,ZC,内河,38,8,2,195,263,G128CA,132,1/9/2006,韶关市曲江区白土祥兴船厂,7/4/2016,390
TRAIN1363,散货船,韶关,ZC,内河,48,10,3,439,330,WD61561C-6A,140,5/10/2004,韶关市曲江县金元造船厂,7/4/2016,79
TRAIN1364,干货船,韶关,ZC,内河,53,11,3,547,496,WD6156C-6A,280,10/21/2003,韶关市曲江县金元造船厂,7/4/2016,90
TRAIN1365,干货船,韶关,ZC,内河,39,8,2,199,198,nt6136czrx,129,10/16/2003,韶关曲江县金元造船厂,7/4/2016,390
TRAIN1366,干货船,韶关,ZC,内河,43,9,2,262,208,NT6135CZU,140,11/18/2001,韶关市曲江区白土祥兴船厂,7/4/2016,20
TRAIN1367,干货船,韶关,ZC,内河,43,9,2,276,218,nt6135czrx,132,4/24/2001,韶关曲江县犁市船舶修造厂,7/4/2016,390
TRAIN1368,干货船,韶关,ZC,内河,40,9,2,239,183,nt6135czr3,132,8/22/2000,韶关市水运造船厂,7/4/2016,280
TRAIN1369,运泥船,清远,ZC,内河,40,8,2,199,190,NT6135CZU,140,10/12/2004,清远市清城区附城白庙协和船厂,7/5/2016,45
TRAIN1370,自卸砂船,韶关,ZC,内河,45,9,2,314,405,NT6135CZR3,140,1/30/2002,韶关市龙冠修造船厂,7/5/2016,50
TRAIN1371,干货船,韶关,ZC,内河,40,8,2,198,210,6135ACA,105,10/15/1998,韶关市水运公司船舶修造厂,7/5/2016,15
TRAIN1372,干货船,河源,ZC,内河,39,8,3,303,560,6160a,136,11/10/1989,惠州市造船厂,7/5/2016,31
TRAIN1373,自卸砂船,韶关,ZC,内河,48,10,2,376,488,WD618.C-26,140,9/21/2010,韶关市通能船务有限公司造船厂,7/6/2016,75
TRAIN1374,集装箱船,广州,ZC,内河,50,16,5,1651,2022,Z6170ZLCZ-4,700,1/15/2010,江苏名洋船业有限公司,7/6/2016,185.71
TRAIN1375,自卸砂船,广州,ZC,内河,64,14,4,1094,1648,NTA855-M,474,12/2/2005,番禺灵山航运船舶修造厂,7/6/2016,200
TRAIN1376,干货船,肇庆,ZC,内河,43,9,2,256,208,日野P11C,110,3/4/2001,韶关市水运船舶修造厂,7/6/2016,26
TRAIN1377,干货船,肇庆,ZC,内河,34,8,2,188,245,,95,4/9/2000,广西桂平国营船厂,7/6/2016,16
TRAIN1378,散货船,肇庆,ZC,内河,38,8,2,194,170,NT6135CZR8,132,1/15/2000,清远市清新县山塘船厂,7/6/2016,15
TRAIN1379,干货船,肇庆,ZC,内河,37,8,2,199,278,6135aca,110,12/18/1999,平南县水运第二公司船舶修造厂,7/6/2016,26
TRAIN1380,集装箱船,惠州,ZC,内河,50,10,3,643,699,X6160ZC,440,6/28/1999,温岭市胜海船舶修造有限公司,7/6/2016,60.78
TRAIN1381,干货船,肇庆,ZC,内河,44,8,3,333,504,6135zd-2,140,7/5/1994,广西平南环城船厂,7/6/2016,28
TRAIN1382,干货船,肇庆,ZC,内河,29,6,1,93,86,,76,4/4/1994,清远市清新县山塘船厂,7/6/2016,8
TRAIN1383,干货船,肇庆,ZC,内河,40,8,3,288,431,,95,9/22/1993,贵港市船舶修造厂,7/6/2016,32
TRAIN1384,干货船,肇庆,ZC,内河,57,13,4,983,1965,WD618.C-13,420,12/5/2013,云浮港成造船厂有限公司,7/12/2016,120
TRAIN1385,自卸砂船,广州,ZC,内河,70,15,4,1516,2291,KTA19-M,746,12/27/2010,博罗县园洲镇飞骏船厂,7/12/2016,320
TRAIN1386,干货船,肇庆,ZC,内河,47,10,3,478,787,WD615.C-24,140,8/28/2007,贵港市港宇造船有限公司,7/12/2016,30
TRAIN1387,干货船,肇庆,ZC,内河,49,10,3,568,944,6135ACａ－１,221,7/3/2007,郁南县都城船舶修造厂,7/12/2016,100
TRAIN1388,干货船,肇庆,ZC,内河,47,10,3,480,775,6135ACａ,221,10/12/2005,德庆市水上区厂排船舶修造厂,7/12/2016,50
TRAIN1389,干货船,肇庆,ZC,内河,49,10,3,533,876,6135ACａ3,216,10/10/2002,德庆市水上区厂排船舶修造厂,7/12/2016,60
TRAIN1390,干货船,韶关,ZC,内河,44,9,2,282,218,NT6135CzRx,129,10/19/2000,韶关曲江犁市船舶修造厂,7/12/2016,39
TRAIN1391,干货船,韶关,ZC,内河,40,8,2,197,175,NT6135CZU,140,6/23/2003,韶关市通能船务有限公司造船厂,7/14/2016,28
TRAIN1392,干货船,韶关,ZC,内河,38,8,2,198,190,NT6135CZRX,129,8/20/2001,韶关市曲江县船舶修造厂,7/14/2016,26
TRAIN1393,干货船,韶关,ZC,内河,41,7,2,185,246,6135,88,1/10/1994,韶关市水运船舶修造厂,7/14/2016,30
TRAIN1394,油船,上海,ZC,内河,53,9,4,496,903,6190ZLC1-2,218,2/24/2014,温岭市宏大船舶修造有限公司,7/15/2016,218
TRAIN1395,干货船,韶关,ZC,内河,50,10,3,445,325,NT855-M290,181,4/1/2004,韶关市曲江县金元造船厂,7/15/2016,75
TRAIN1396,油船,广州,ZC,内河,44,8,3,293,416,6160A-13,164,12/26/1997,佛山南海黄岐造船厂,7/15/2016,20
TRAIN1397,散货船,清远,ZC,内河,53,11,3,592,927,WP12C190-18,140,12/6/2012,英德市金龙船舶修造有限责任公司,7/19/2016,110
TRAIN1398,自卸砂船,东莞,ZC,内河,98,20,6,3736,6356,KT38-M,1164,5/22/2012,清远市山塘水运公司船舶修造厂,7/19/2016,510.2
TRAIN1399,自卸砂船,东莞,ZC,内河,74,16,4,1593,2368,KTA19-M,746,1/23/2010,东莞市众兴船舶制造有限公司,7/19/2016,280
TRAIN1400,自卸砂船,广州,ZC,内河,99,20,6,3463,6506,KTA38-MO,1342,1/18/2010,广州市秀祥船舶制造有限公司,7/19/2016,500
TRAIN1401,干货船,韶关,ZC,内河,43,9,2,249,205,GC6138AC2-1,140,12/24/2001,韶关市通能船务有限公司造船厂,7/19/2016,30
TRAIN1402,自卸砂船,广州,ZC,内河,61,12,4,936,1474,NT-855-M300,434,12/30/2000,广州南沙兴华造船有限公司,7/19/2016,180
TRAIN1403,散货船,广州,ZC,内河,105,17,6,2999,5392,CW6200ZC,1200,8/18/2011,宜昌黄柏船舶修造有限责任公司江源分公司,7/20/2016,418
TRAIN1404,干货船,韶关,ZC,内河,43,9,2,297,260,6135CZR3,132,11/22/2000,韶关曲江县祥兴船舶修造厂,7/22/2016,15
TRAIN1405,集装箱船,东莞,ZC,内河,50,10,4,627,680,NT855,432,5/18/1999,温岭凯利船舶修造有限公司,7/22/2016,58
TRAIN1406,化学品液货船,上海,ZC,内河,68,12,5,1311,1900,6210ZLCZ-1,882,7/14/2006,泰州盛华钢结构有限公司,7/25/2016,1500
TRAIN1407,散货船,广州,ZC,内河,50,15,4,1061,849,NTC-400,496,12/18/2015,番禺灵山航运船舶修造厂,7/26/2016,75
TRAIN1408,多用途船,广州,ZC,内河,65,18,6,2992,3817,YC6C330L-C20,484,5/22/2015,浙江天时造成有限公司,7/27/2016,600
TRAIN1409,多用途船,广州,ZC,内河,65,18,6,2992,3817,YC6C330L-C21,484,5/22/2015,浙江天时造成有限公司,7/27/2016,600
TRAIN1410,干货船,清远,ZC,内河,53,12,3,596,849,WD615.68C-21,410,9/30/2006,韶关市豪江船舶修造厂,7/27/2016,80
TRAIN1411,集装箱船,广州,ZC,内河,50,13,4,998,1080,Z6170ZLCZ-3,660,5/16/2006,浙江振兴船舶修造有限公司,7/27/2016,166.67
TRAIN1412,多用途船,广州,ZC,内河,50,13,5,1286,1320,X6170ZC-12FA,440,7/27/2004,广州市番禺胜海船舶修造有限公司,7/27/2016,175.56
TRAIN1413,自卸砂船,广州,ZC,内河,67,14,5,814,2112,KTA19-M600,814,1/23/2003,番禺灵山航运船舶修造厂,7/27/2016,137.78
TRAIN1414,自卸砂船,广州,ZC,内河,60,13,4,1037,1496,NTA350,408,3/19/2001,广东省新会造船厂,7/27/2016,48.89
TRAIN1415,集装箱船,深圳,ZC,内河,50,16,6,1663,2448,Z6170ZLC-4,700,5/15/2011,东莞市南祥造船有限公司,7/28/2016,125
TRAIN1416,拖轮,广州,ZC,内河,65,12,5,895,,8NVD48A-2U,1494,11/1/1981,安徽芜湖造船厂,7/28/2016,109
TRAIN1417,散货船,肇庆,ZC,内河,94,17,6,3219,6100,XCW6200ZC,1396,1/15/2014,扬州市润江船厂,7/29/2016,480
TRAIN1418,散货船,肇庆,ZC,内河,82,16,6,2553,4800,XCW6200ZC,1396,8/6/2010,扬州市干江润舟船厂,7/29/2016,400
TRAIN1419,多用途船,广州,ZC,内河,66,18,6,2984,3380,CW6200ZC-16,700,1/20/2014,江苏海中洲船业有限公司,8/24/2016,200
TRAIN1420,自卸砂船,清远,ZC,内河,77,16,5,1578,2613,KTA19-M3,894,12/15/2009,清远市山塘水运公司船舶修造厂,8/24/2016,275
TRAIN1421,自卸砂船,惠州,ZC,内河,85,19,5,2826,4821,KT38-M,1164,12/19/2013,博罗县园洲镇顺东航标船舶建造厂,8/25/2016,550
TRAIN1422,散货船,广州,ZC,内河,105,17,6,2999,5403,CW6200ZC,1200,9/16/2011,重庆市万州区河海船舶修造有限公司,8/25/2016,418
TRAIN1423,散货船,广州,ZC,内河,105,17,6,2999,5392,CW6200ZC,1200,3/28/2011,重庆市万州区河海船舶修造有限公司,8/25/2016,418
TRAIN1424,散货船,广州,ZC,内河,105,17,6,2999,5392,CW6201ZC,1200,3/25/2011,重庆市万州区河海船舶修造有限公司,8/25/2016,418
TRAIN1425,散货船,广州,ZC,内河,105,17,6,2999,5392,CW6200ZC,1200,1/17/2011,重庆市万州区河海船舶修造有限公司,8/25/2016,418
TRAIN1426,散货船,广州,ZC,内河,105,17,6,2999,5392,CW6200ZC,1200,12/21/2010,重庆市万州区河海船舶修造有限公司,8/25/2016,418
TRAIN1427,自卸砂船,惠州,ZC,内河,59,13,4,923,1258,NT855-M300,406,11/8/2006,惠州市船舶修造厂,8/25/2016,120
TRAIN1428,集装箱船,广州,ZC,内河,50,13,4,992,1175,Z6170ZLCZ-3,660,10/17/2006,浙江振兴船舶修造有限公司,8/25/2016,200
TRAIN1429,干货船,肇庆,ZC,内河,39,8,2,230,357,YC6M195C,145,12/13/2005,广宁县水运公司船机修造厂,8/25/2016,0
TRAIN1430,干货船,湛江,ZC,沿海,51,10,4,496,964,6190ZLC-2E,218,9/28/2005,佛山市三水区新沙造船厂,8/25/2016,100
TRAIN1431,干货船,肇庆,ZC,内河,39,8,2,225,340,J6135CZAX,116,11/26/2003,广宁县水运公司船机修造厂,8/25/2016,16
TRAIN1432,客船,清远,ZC,内河,17,3,1,23,\,2105,18,12/15/1993,英德二运公司船厂,8/25/2016,1
TRAIN1433,干货船,肇庆,ZC,内河,38,9,3,309,503,6135ACA,190,1/14/1993,广西藤县蒙江河东船厂,8/25/2016,16.33
TRAIN1434,交通船,深圳,ZC,内河,45,7,3,460,\,,272,1/1/1990,宁波滨海船厂,8/25/2016,6
TRAIN1435,客船,清远,ZC,内河,17,3,1,20,\,ZS1125,20,3/12/1987,清远附城船厂,8/25/2016,1
TRAIN1436,多用途船,广州,ZC,内河,72,14,5,1565,3216,X6170ZC275-1,404,9/23/2015,桂平市广信船舶修造厂,8/26/2016,388
TRAIN1437,多用途船,广州,ZC,内河,72,14,5,1562,3164,YC6T275C,404,4/14/2015,桂平市社步镇永兴船厂,8/26/2016,388
TRAIN1438,运散水泥船,常州,ZC,内河,60,12,4,980,1340,X6170ZC197-1,290,2/2/2016,金坛市华通船舶修造有限公司,8/29/2016,200
TRAIN1439,运散水泥船,常州,ZC,内河,50,10,4,573,814,X6170ZC197-1,145,5/15/2013,金坛市华通船舶修造有限公司,8/29/2016,150
TRAIN1440,运散水泥船,常州,ZC,内河,54,10,4,664,950,X6170ZC197-1,145,9/12/2012,金坛市华通船舶修造有限公司,8/29/2016,160
TRAIN1441,运散水泥船,常州,ZC,内河,54,10,4,670,950,X6170ZC197-1,145,7/15/2012,金坛市舜达造船有限公司,8/29/2016,160
TRAIN1442,运散水泥船,常州,ZC,内河,50,10,4,590,880,X6170ZC197-1,145,1/8/2012,金坛市华通船舶修造有限公司,8/29/2016,150
TRAIN1443,运散水泥船,常州,ZC,内河,52,10,4,562,870,X6170ZC197-1,145,9/20/2011,丹阳航泰船舶修造有限公司,8/29/2016,158
TRAIN1444,干货船,湛江,ZC,内河,52,9,4,499,960,X6170ZC350-11Z,202,9/24/2004,浙江省温岭市新建船舶修造厂,8/29/2016,70.59
